,ger_all_male,ger_all_female,ger_all_total,ger_sc_male,ger_sc_female,ger_sc_total,ger_st_male,ger_st_female,ger_st_total,gpi_all,gpi_sc,gpi_st,enr_phd_male,enr_phd_female,enr_phd_total,enr_pg_male,enr_pg_female,enr_pg_total,enr_ug_male,enr_ug_female,enr_ug_total,enr_grand_male,enr_grand_female,enr_grand_total,enr_sc_male,enr_sc_female,enr_sc_total,enr_st_male,enr_st_female,enr_st_total,enr_obc_male,enr_obc_female,enr_obc_total,enr_pwd_male,enr_pwd_female,enr_pwd_total,enr_muslim_male,enr_muslim_female,enr_muslim_total,ptr_all_reg_dist,ptr_all_reg,teacher_total_male,teacher_total_female,teacher_total,teacher_sc_male,teacher_sc_female,teacher_sc_total,teacher_st_male,teacher_st_female,teacher_st_total,teacher_obc_male,teacher_obc_female,teacher_obc_total,total_universities,imputed_flag
gpi_sc,-0.25316406504956485,-0.15944021364868433,-0.21281314368619428,-0.10289726392929471,0.5185393133544267,-0.02816999956533801,-0.1402115528159851,-0.06054880140716205,-0.10208657034611979,0.26551397822657524,1.0,0.24449157554332107,-0.12113213055905128,-0.09959079360343065,-0.11225937658618822,-0.1258763056565455,-0.11601458623758526,-0.12094973081319314,-0.12035131389506877,-0.11399442949597988,-0.11759386607001342,-0.09790653754628927,-0.09360352292965224,-0.09597746283709238,-0.10970389076572384,-0.09887804931828051,-0.10457976085306625,-0.15203420811132362,-0.1473724716200135,-0.15034362273902352,-0.108623446360013,-0.09760765059775467,-0.10344534183936638,-0.11031426654661364,-0.08972790451122599,-0.1032799856989757,-0.09557417251616948,-0.07425046318128177,-0.0848074728542069,-0.16550722282261485,-0.12501130299150276,-0.11900120401668336,-0.1013193717315631,-0.11348366283613184,-0.10598211360415946,-0.09035495483290602,-0.10191790278117288,-0.13017150806015237,-0.13842705448158682,-0.14331164192855464,-0.08497742029821953,-0.05812147532250803,-0.07343844411739796,-0.16443083202371822,0.13753403945459153
gpi_st,-0.3814035013256151,-0.23744950593294478,-0.3156928696376971,-0.16981387778772947,-5.957514089336778e-05,-0.14645826109070653,-0.2894267292211586,-0.11204105314387643,-0.20297131783233224,0.9193485475171077,0.24449157554332107,1.0,-0.30226567156466866,-0.2635876706282354,-0.28721735014827365,-0.3112543734708097,-0.2918345552205226,-0.3018553975111556,-0.29423699201462866,-0.28001147961539863,-0.28813286810232913,-0.22689903487481025,-0.21592518975850697,-0.22207803092680967,-0.27777555593980624,-0.2594051570309353,-0.26927392850380893,-0.2824632239370492,-0.2506584056609605,-0.2678389035212593,-0.27318210295075906,-0.2477413685565283,-0.2612801920224278,-0.26502944039771376,-0.23359864075357872,-0.25665746122696176,-0.26238326513299864,-0.20981396934502214,-0.2359646826214406,-0.294950798239825,-0.2710341508702483,-0.3096721666160732,-0.2782236587840044,-0.3016776271589309,-0.2914156480664648,-0.2729114251464176,-0.2899387114465361,-0.27341253924512077,-0.19303299759585535,-0.2589185224309772,-0.2432644488343404,-0.18291322048494837,-0.218106344917226,-0.34985187855056443,0.3353238303482644
enr_phd_male,0.22936521104405558,0.11758995036951587,0.1818170278002258,-0.07312531910743149,-0.12416221373051221,-0.07976325070632545,0.34784701499498094,0.18408447093666017,0.2700221173528307,-0.2412634578503284,-0.12113213055905128,-0.30226567156466866,1.0,0.958784792547995,0.9910253120122425,0.8391999994083599,0.8885554944455372,0.870940340573334,0.8120824945855402,0.8399940443045544,0.8277693555231878,0.7186427978048596,0.7339468882064318,0.7272536584566891,0.8369099233808122,0.8522558370662743,0.8462697516956023,0.3188872816315174,0.26764670796730794,0.29476854064570973,0.8328365091467914,0.8363364907873834,0.8366893070020144,0.8380824553647376,0.8242216180031853,0.8520674907291934,0.7183958930989116,0.6585445793757024,0.6902705284440097,0.1305075074481139,0.12355461414654295,0.8660965646611676,0.8540452683473927,0.8769021838175955,0.8481498639882015,0.7796915914149264,0.83806265021106,0.2995965290139862,0.03580301638830754,0.20802306177880178,0.8211795048006634,0.7288921155940341,0.7893431571029793,0.7449192362738186,-0.30798765464987365
enr_phd_female,0.2750782024238765,0.20335707960004087,0.2488772370532672,-0.06029709803577642,-0.0985607072931503,-0.0576066419696996,0.31127651346005675,0.16784085639153912,0.24338576438818618,-0.1990810670852884,-0.09959079360343065,-0.2635876706282354,0.958784792547995,1.0,0.988161328933982,0.7657134784516434,0.8405574809838363,0.811392760612545,0.7129553241327364,0.7497148570004698,0.7326628180241425,0.6588851928602784,0.6832813413603565,0.6717566363255352,0.7445798296632385,0.7689609528497858,0.7582146090897705,0.2411876560504059,0.1926284990042655,0.21808125275403997,0.781118554334196,0.7961059550459701,0.7905278222058137,0.7612763736324147,0.7853792861278317,0.7913371502521407,0.6162240511102459,0.5630670027330004,0.5911429250696822,0.030363736482263596,0.002440472995352928,0.8048417089246723,0.8735004575180257,0.8497752867172257,0.7864607794729083,0.7859443907665666,0.8020663089832184,0.2130952228819751,-0.0275503379793883,0.12512422293137498,0.8343724133760968,0.806902103235057,0.8336097008965406,0.6832758599606592,-0.2374602464550605
enr_phd_total,0.253260474390662,0.1591650224323274,0.21526013748461,-0.06785175037600823,-0.11341085811462391,-0.07017015358290392,0.33426495058765043,0.17835978628303623,0.26030311734971706,-0.2239310763613919,-0.11225937658618822,-0.28721735014827365,0.9910253120122425,0.988161328933982,1.0,0.813368012639838,0.8752289862149514,0.8519967107505908,0.7739050732267818,0.8062699908674232,0.7916468828424533,0.698014094080757,0.717755066966921,0.7087190905347549,0.802188870413028,0.8219453570043331,0.8136573952109751,0.28565383236781716,0.2351410679569686,0.26176014905461115,0.81717955951728,0.8261204071717335,0.8236866029354919,0.8106770964629303,0.8145324504462145,0.832370843842695,0.6778102660254598,0.6204849748206647,0.6508241630803328,0.08475282471351882,0.06786171871618064,0.8462992731915889,0.8720935884926737,0.8732733988702288,0.827961358704647,0.7907542331548494,0.8298565796185026,0.26202128597636404,0.006370482241015595,0.17118885890786092,0.8359393348448585,0.7731847922734463,0.8183904057557819,0.7236770298211472,-0.27801494633572427
enr_pg_male,0.15947944942833445,0.016542192161931056,0.09419870202977541,-0.08915592328451134,-0.14189831826719615,-0.10202835815848321,0.3458704590431361,0.1758559339135385,0.26485987868987426,-0.25952536470118254,-0.1258763056565455,-0.3112543734708097,0.8391999994083599,0.7657134784516434,0.813368012639838,1.0,0.9805231228608335,0.993915371786099,0.9670077670153366,0.949751642131537,0.961232325887331,0.8362929566701833,0.8226062575371055,0.8311779426464654,0.9428380059816023,0.9243752109306983,0.9356954490223728,0.5356439187294971,0.4680369896655977,0.5042920312692628,0.9388755962076433,0.9138189036682953,0.9288581811621687,0.8641539604073654,0.8146983435139465,0.861940342320139,0.7267647814306764,0.6735895682313943,0.702188469432826,0.17743914654747045,0.24469531477320766,0.9375758852949846,0.8230910072835882,0.9049516165342387,0.9045128078470464,0.7506611842343506,0.8617078335505652,0.41145815766408234,0.08573963434179595,0.301445819611554,0.7605448892339783,0.5701421936463466,0.681070937422528,0.8234091390844527,-0.37470778599536364
enr_pg_female,0.18261051645671666,0.07101397461310052,0.13408963510123784,-0.09239772404816683,-0.13478492821603918,-0.09768379881638774,0.33993949259870804,0.18656885802195972,0.26750360728955186,-0.23773474249875923,-0.11601458623758526,-0.2918345552205226,0.8885554944455372,0.8405574809838363,0.8752289862149514,0.9805231228608335,1.0,0.9961901447800919,0.9469344344100119,0.950510512972818,0.9511950241528667,0.8182550012553748,0.8199149720530774,0.820475513308034,0.9338388727507656,0.9330552156168047,0.9354236810427692,0.4693281656705897,0.41114283860714734,0.44237953875656244,0.9376058011625178,0.9322803099834444,0.9373552438088099,0.8759580201798896,0.8474009659634439,0.8839195345643042,0.7455610062993017,0.703608272190031,0.7269726284440725,0.14355058906598706,0.19908571857791954,0.9355373859388284,0.865793616129568,0.9224239993641391,0.8978078826396777,0.7690138205450964,0.8648012009662223,0.3570783319060621,0.05132640251463749,0.2516630312989853,0.7985753269289326,0.6437616330983637,0.736617656624099,0.8139050016324079,-0.35376534107016144
enr_pg_total,0.17322743398033347,0.04718229657769244,0.11703392003074047,-0.09139993057481509,-0.1385885044758545,-0.10007890305856709,0.3442181183703704,0.1827222574473443,0.26762818751647693,-0.24854928998433515,-0.12094973081319314,-0.3018553975111556,0.870940340573334,0.811392760612545,0.8519967107505908,0.993915371786099,0.9961901447800919,1.0,0.9604290169766385,0.9547725143447912,0.9602540378101897,0.8302227353701838,0.8250766431485556,0.8291969311933637,0.9423520261665292,0.9337145675601094,0.9400693168399296,0.5010481778725934,0.43839940064465827,0.47201476326131075,0.9427053801158295,0.9285928456535892,0.9381168153172144,0.8749540010261113,0.8369798434489604,0.8784362605795322,0.74082405919188,0.6936848635609674,0.7194867401024847,0.15928161548041878,0.2202893618070267,0.9409694056500019,0.8510226172477868,0.9191295209454797,0.9051281311478016,0.7645854985481437,0.8676113511936936,0.38295620534012803,0.06686378335008888,0.27499192073455714,0.7855518369511988,0.6141866641753032,0.7155167007617815,0.8220678999016406,-0.36476382978955424
enr_ug_male,0.0609081190771674,-0.06719334392141092,0.0007296444786181992,-0.10744374671943456,-0.14995567720634603,-0.11940773424671762,0.34467949124766634,0.1882587327561402,0.27076342699892586,-0.24585593056339217,-0.12035131389506877,-0.29423699201462866,0.8120824945855402,0.7129553241327364,0.7739050732267818,0.9670077670153366,0.9469344344100119,0.9604290169766385,1.0,0.9893492022460847,0.9975118068438006,0.8320792130385884,0.8234073063427256,0.8293572099388382,0.9732422390410913,0.9535828605464914,0.9655719196203402,0.4819400805511956,0.4175272811817586,0.4519531693919062,0.9415144222603135,0.9224819993779441,0.9344866972759746,0.9019727557901125,0.8298999436058279,0.889987303013782,0.7974787420101905,0.7624415111057697,0.7827679282957367,0.26092645141040705,0.35629944023439664,0.9131338025940828,0.7487949730324881,0.8582733292001163,0.8619544213079837,0.6515963687796567,0.7958941504590501,0.3622330659177234,0.06161551651659999,0.259408968454823,0.6965573606667864,0.47186155090017284,0.5998010869694979,0.8093988744988849,-0.38033993081536
enr_ug_female,0.06953733064675172,-0.039578542176021594,0.019455807780914356,-0.11237216030061035,-0.14706770798578922,-0.11927568139742842,0.3670363500802479,0.2226530901387878,0.2997347028800051,-0.23171877949419858,-0.11399442949597988,-0.28001147961539863,0.8399940443045544,0.7497148570004698,0.8062699908674232,0.949751642131537,0.950510512972818,0.9547725143447912,0.9893492022460847,1.0,0.9971495409046964,0.811901229626205,0.8172889773629003,0.8158933472664244,0.9817918951936846,0.9774469686118011,0.9817161309379234,0.4273356925639434,0.37376094930536696,0.4025028002306895,0.9458158382310774,0.9456850978708491,0.9481584068353607,0.9154743719947726,0.8612040904164114,0.9122411192548637,0.822032867260218,0.7997199099759748,0.8141263826004141,0.23226043201511992,0.32980756558152935,0.916597403951765,0.764901609260865,0.8673253151605981,0.8608025647146216,0.6548934129160016,0.7964827292767357,0.3236712743969795,0.033897733364079675,0.22267919146438353,0.7249563363599033,0.5111746966063605,0.6338190259290005,0.7953028027080115,-0.3817213648801869
enr_ug_total,0.06525013582548944,-0.05399813075175478,0.009801209858617725,-0.11011762481518236,-0.1489573766448119,-0.11966263092324458,0.3564279533313475,0.20541961074356435,0.2855180630708951,-0.23966541095712374,-0.11759386607001342,-0.28813286810232913,0.8277693555231878,0.7326628180241425,0.7916468828424533,0.961232325887331,0.9511950241528667,0.9602540378101897,0.9975118068438006,0.9971495409046964,1.0,0.8245283333823404,0.8226427633217248,0.8250509026353495,0.979981924353576,0.9676872770681522,0.975969383429302,0.45678053341598857,0.3974449138579713,0.42920978729038256,0.9461118406549829,0.9361832216232264,0.943603651040395,0.910920506718596,0.8472775142562794,0.9031419903222835,0.8115005098546689,0.7825324492822177,0.8000459453238407,0.24773942762210036,0.34442009082695607,0.9172496588114524,0.7585953801593615,0.864949306530417,0.8636982151494885,0.6549331749541892,0.7983044867113749,0.34452375473061764,0.04835553206893973,0.2423123838743559,0.7121718099875207,0.4921620415532254,0.6178785934577922,0.8047330756132904,-0.3820246179865321
enr_grand_male,0.07829691038151643,-0.025670580039194854,0.030395425172718288,-0.07927541705158858,-0.11650284971580528,-0.08851859464221046,0.29441415422364864,0.17809191322329182,0.24034105471558173,-0.1998976346533312,-0.09790653754628927,-0.22689903487481025,0.7186427978048596,0.6588851928602784,0.698014094080757,0.8362929566701833,0.8182550012553748,0.8302227353701838,0.8320792130385884,0.811901229626205,0.8245283333823404,1.0,0.9932306834595734,0.9984456492492587,0.8065536796124019,0.7824077335443143,0.796311638518953,0.435774511609749,0.39010760945496253,0.41489984681514347,0.7964749595012833,0.7690059531745462,0.7849006242099795,0.7273233525476279,0.6686321403400936,0.7173871758982334,0.6492204731921357,0.6137605541186213,0.6335975509563267,0.17805568942366565,0.2569543702925015,0.7775403481318484,0.6583664223131399,0.7398976957068235,0.7442729126539932,0.5853146344480085,0.6962223018545352,0.32994615407928873,0.09217798293465931,0.25181785910353416,0.6040658754773377,0.4288873500222383,0.5295334229468894,0.6999909820710757,-0.31331241996551346
enr_grand_female,0.08439642047060716,-0.003547302734343632,0.04499334101508493,-0.08415853414109645,-0.11504807313289268,-0.08914173763238518,0.30288474781205693,0.19840431166923422,0.2550863696578699,-0.1900720728471265,-0.09360352292965224,-0.21592518975850697,0.7339468882064318,0.6832813413603565,0.717755066966921,0.8226062575371055,0.8199149720530774,0.8250766431485556,0.8234073063427256,0.8172889773629003,0.8226427633217248,0.9932306834595734,1.0,0.9981577703459187,0.807228999944207,0.7936980700190251,0.8022399365129547,0.39810560344939255,0.3601305011516455,0.3808931987843166,0.7949046381576782,0.7805658472183403,0.7898278554775663,0.7382154197136085,0.6895053395866155,0.7332676648070873,0.6699737956635522,0.6446112977022621,0.659756389602723,0.15987901373971394,0.23701746138559188,0.7782836223449227,0.6689429037972306,0.7449511799918103,0.7418021301744903,0.5846983030122168,0.6944369731663025,0.30670408268507315,0.07405296703351502,0.22906879079546397,0.617475919296741,0.4501285133042998,0.5468722747279521,0.6891498151284776,-0.31370303326877214
enr_grand_total,0.08137167151063884,-0.015135409980995766,0.03744388553418991,-0.08174094873124936,-0.11597568147086214,-0.08895339495960898,0.29892393152050684,0.18799851306570178,0.24772685316499693,-0.1955321157469721,-0.09597746283709238,-0.22207803092680967,0.7272536584566891,0.6717566363255352,0.7087190905347549,0.8311779426464654,0.820475513308034,0.8291969311933637,0.8293572099388382,0.8158933472664244,0.8250509026353495,0.9984456492492587,0.9981577703459187,1.0,0.8082697991618629,0.7891766906311338,0.8005311657811176,0.41851531360162725,0.3764659268977609,0.39936490944505887,0.7970936260627652,0.7758783342232919,0.7886174508514605,0.7338198773130693,0.6798131663656644,0.7262588792809008,0.6603198430170448,0.6296380122213041,0.6472607559711167,0.16976069583055256,0.2479123406921331,0.779248773656431,0.6645972855615183,0.7436138088556069,0.7443763711823947,0.5860459945267281,0.6965767470120131,0.3194453169972368,0.08376035108897348,0.24144124950250825,0.6115481335413365,0.43982949090726725,0.5387744812995647,0.6960577794646926,-0.31421830131034634
enr_sc_male,0.07142860738468926,-0.04764879384182559,0.015368913439953084,-0.10224338018448463,-0.1400864428307465,-0.11341214100692223,0.36305397909378107,0.20471659663405395,0.28824567109529625,-0.222317682586726,-0.10970389076572384,-0.27777555593980624,0.8369099233808122,0.7445798296632385,0.802188870413028,0.9428380059816023,0.9338388727507656,0.9423520261665292,0.9732422390410913,0.9817918951936846,0.979981924353576,0.8065536796124019,0.807228999944207,0.8082697991618629,1.0,0.991576331138417,0.9979448257779814,0.4131234106069085,0.35913878862770166,0.3880289589227834,0.940696771360466,0.9336977941651533,0.9396254388825617,0.8869415797843536,0.839409792446898,0.8861965394568578,0.7693339198429389,0.7354081683743221,0.7550765289840514,0.2056238324294358,0.3085812941717682,0.9051105069267795,0.7406839204292766,0.850062810615122,0.8594394668883905,0.6555224398722276,0.7958819283639343,0.2765707892138817,-0.004461493505509964,0.17587627363358546,0.7284897848071558,0.5073940102269947,0.6339202212258486,0.7827283516926604,-0.33669934446274513
