year,state,ger_all_total,gpi_all,gpi_sc,gpi_st,enr_phd_male,enr_phd_female,enr_phd_total,enr_pg_male,enr_pg_female,enr_pg_total,enr_ug_male,enr_ug_female,enr_ug_total,enr_grand_male,enr_grand_female,enr_grand_total,enr_sc_male,enr_sc_female,enr_sc_total,enr_st_male,enr_st_female,enr_st_total,enr_obc_male,enr_obc_female,enr_obc_total,enr_pwd_male,enr_pwd_female,enr_pwd_total,enr_muslim_male,enr_muslim_female,enr_muslim_total,ptr_all_reg_dist,ptr_all_reg,teacher_total_male,teacher_total_female,teacher_total,teacher_sc_male,teacher_sc_female,teacher_sc_total,teacher_st_male,teacher_st_female,teacher_st_total,teacher_obc_male,teacher_obc_female,teacher_obc_total,total_universities,imputed_flag,log_enr_grand_total,log_enr_ug_total,log_enr_pg_total,log_teacher_total,log_total_universities,student_teacher_ratio,students_per_university,teachers_per_university,female_participation_ratio,phd_ratio,pg_ratio
2018-19,Punjab,29.5,1.35,1.42,0.98,4382.0,4713.0,9095.0,36272.0,69660.0,105932.0,320967.0,359648.0,680615.0,578.0,986.0,1564.0,101143.0,120175.0,221318.0,3586.0,1712.0,5298.0,54022.0,57855.0,111877.0,559.0,523.0,1082.0,7526.0,3308.0,10834.0,18.0,17.0,20871.0,30704.0,51575.0,1594.0,1982.0,3576.0,28.0,22.0,50.0,1195.0,1527.0,2722.0,32.0,1,7.355641102974253,13.43075354944144,11.57056209777859,10.850811726990456,3.4965075614664802,0.030324181789979837,47.39393939393939,1562.878787878788,0.6300319488817892,5.81150159744409,67.68817891373801
2019-20,Punjab,28.2423,1.28,1.4172,1.0079,4111.0,4888.0,8999.0,39950.0,68143.0,108093.0,308617.0,312191.0,620808.0,425331.0,444132.0,869463.0,90941.0,107929.0,198870.0,3075.0,1942.0,5017.0,55729.0,55521.0,111250.0,427.0,311.0,738.0,9558.0,4226.0,13784.0,16.6973,15.4677,21105.0,30967.0,52072.0,1648.0,2054.0,3702.0,29.0,21.0,50.0,1117.0,1569.0,2686.0,32.0,1,13.67563220881411,13.33877874516874,11.590756497924074,10.860401859246654,3.4965075614664802,16.697002285253394,26347.363636363636,1577.939393939394,0.5108112584304814,0.010350054746372479,0.12432142101340596
2020-21,Punjab,26.2683,1.2161,1.4831,1.075,4628.0,4938.0,9566.0,43610.0,60696.0,104306.0,302634.0,284359.0,586993.0,418244.0,415091.0,833335.0,83203.0,102784.0,185987.0,2946.0,1975.0,4921.0,53023.0,54386.0,107409.0,318.0,255.0,573.0,11803.0,4682.0,16485.0,16.5089,14.8506,20217.0,30261.0,50478.0,1593.0,2160.0,3753.0,28.0,21.0,49.0,1104.0,1504.0,2608.0,34.0,1,13.6331922011652,13.282769877292917,11.555093752830773,10.829312687193204,3.5553480614894135,16.50854810911468,23809.571428571428,1442.2285714285715,0.4981076060556606,0.011479163266677547,0.1251667994662417
2021-22,Punjab,27.4,1.1944,1.4074,1.0467,4946.0,5379.0,10325.0,46929.0,63149.0,110078.0,321099.0,292462.0,613561.0,434616.0,424128.0,858744.0,92970.0,108745.0,201715.0,2479.0,2015.0,4494.0,52400.0,56125.0,108525.0,599.0,468.0,1067.0,14277.0,5640.0,19917.0,16.5794,14.9665,20185.0,30807.0,50992.0,1676.0,2309.0,3985.0,36.0,29.0,65.0,1244.0,1598.0,2842.0,40.0,1,13.663227300085444,13.327036597521639,11.608953568823582,10.839443647384186,3.713572066704308,16.84042907850097,20944.975609756097,1243.7073170731708,0.4938928319815545,0.01202335967021642,0.12818473470005648
2018-19,Rajasthan,23.0,1.0,0.93,0.92,5296.0,5145.0,10441.0,84372.0,106455.0,190827.0,886191.0,843108.0,1729299.0,5540.0,5983.0,11523.0,180245.0,150924.0,331169.0,128628.0,117238.0,245866.0,433092.0,427045.0,860137.0,2848.0,1864.0,4712.0,26100.0,18258.0,44358.0,29.0,27.0,45110.0,25978.0,71088.0,4325.0,1267.0,5592.0,1795.0,512.0,2307.0,14618.0,6693.0,21311.0,83.0,0,9.35218709620442,14.363227260314014,12.159127777753627,11.171687892148547,4.430816798843313,0.16209258816413227,137.17857142857142,846.2857142857143,0.5191773689691079,0.9060222145088511,16.559094064560917
2019-20,Rajasthan,24.0983,0.9837,0.9964,1.0034,5478.0,5372.0,10850.0,115851.0,130222.0,246073.0,907391.0,853674.0,1761065.0,1151186.0,1055331.0,2206517.0,186353.0,165088.0,351441.0,128038.0,125991.0,254029.0,453177.0,446822.0,899999.0,3442.0,6519.0,9961.0,25128.0,19055.0,44183.0,28.5164,26.2348,49032.0,28345.0,77377.0,4683.0,1406.0,6089.0,1876.0,608.0,2484.0,16236.0,7575.0,23811.0,89.0,0,14.606926265374305,14.381429865481316,12.413387582687468,11.256457781448521,4.499809670330265,28.516076921088683,24516.855555555554,859.7444444444444,0.4782788991524202,0.004917249711989659,0.11152095745423332
2020-21,Rajasthan,26.0649,0.9981,0.9857,1.041,6588.0,6379.0,12967.0,113499.0,134819.0,248318.0,1014468.0,924253.0,1938721.0,1278304.0,1154486.0,2432790.0,209453.0,180795.0,390248.0,138517.0,139281.0,277798.0,494833.0,466248.0,961081.0,4579.0,1729.0,6308.0,24356.0,18634.0,42990.0,30.2511,27.3774,51359.0,29061.0,80420.0,4928.0,1431.0,6359.0,1933.0,627.0,2560.0,17144.0,7888.0,25032.0,92.0,0,14.704549715897477,14.477539551073301,12.422469488907026,11.295030615091687,4.532599493153256,30.25068079233036,26159.032258064515,864.7311827956989,0.47455206797460203,0.005330092062984449,0.10207124245362631
2021-22,Rajasthan,28.6,0.969,0.9596,0.955,6913.0,6915.0,13828.0,140674.0,169589.0,310263.0,1124079.0,978715.0,2102794.0,1430283.0,1259057.0,2689340.0,250646.0,210897.0,461543.0,176760.0,163273.0,340033.0,610007.0,539720.0,1149727.0,3563.0,1661.0,5224.0,26212.0,20199.0,46411.0,28.5219,26.1884,53083.0,30109.0,83192.0,5184.0,1484.0,6668.0,2038.0,664.0,2702.0,17985.0,8372.0,26357.0,90.0,0,14.804806740152534,14.558777970142598,12.645178826948031,11.3289184886544,4.51085950651685,32.32651785606962,29553.186813186814,914.1978021978022,0.4681656212432711,0.005141780086645762,0.11536766813877451
2018-19,Sikkim,53.9,1.0,0.8,1.51,211.0,188.0,399.0,8508.0,6515.0,15023.0,11531.0,12039.0,23570.0,37.0,10.0,47.0,733.0,627.0,1360.0,3454.0,5315.0,8769.0,3006.0,3767.0,6773.0,7.0,1.0,8.0,136.0,60.0,196.0,27.0,15.0,929.0,635.0,1564.0,47.0,18.0,65.0,151.0,206.0,357.0,206.0,169.0,375.0,7.0,0,3.871201010907891,10.067772421843932,9.617404201448045,7.355641102974253,2.0794415416798357,0.030031948881789138,5.875,195.5,0.20833333333333334,8.3125,312.9791666666667
2019-20,Sikkim,75.8394,0.8082,0.8598,1.4934,215.0,195.0,410.0,17445.0,10667.0,28112.0,14134.0,12730.0,26864.0,33049.0,25022.0,58071.0,681.0,621.0,1302.0,3586.0,5423.0,9009.0,3274.0,4187.0,7461.0,8.0,4.0,12.0,96.0,50.0,146.0,33.9398,13.8662,1000.0,711.0,1711.0,48.0,16.0,64.0,169.0,243.0,412.0,222.0,185.0,407.0,8.0,0,10.969438898964677,10.198579603162921,10.243987381791934,7.445417556701687,2.1972245773362196,33.91997663551402,6452.333333333333,190.11111111111111,0.4308789089406254,0.00706020112963218,0.4840887174541948
2020-21,Sikkim,39.9164,1.2131,0.8889,1.4466,115.0,80.0,195.0,2929.0,4001.0,6930.0,12295.0,12533.0,24828.0,16707.0,18067.0,34774.0,858.0,774.0,1632.0,4209.0,5899.0,10108.0,3759.0,5060.0,8819.0,7.0,1.0,8.0,102.0,45.0,147.0,20.1705,16.0093,996.0,728.0,1724.0,53.0,16.0,69.0,189.0,254.0,443.0,219.0,204.0,423.0,8.0,0,10.456654016791644,10.119767603828935,8.843759381917984,7.45298232946546,2.1972245773362196,20.158840579710144,3863.777777777778,191.55555555555554,0.5195398993529835,0.005607476635514018,0.19928109273903666
2021-22,Sikkim,38.6,1.2108,0.8391,1.4223,337.0,315.0,652.0,2421.0,3565.0,5986.0,12268.0,12538.0,24806.0,16274.0,17487.0,33761.0,978.0,829.0,1807.0,4360.0,5988.0,10348.0,3930.0,4782.0,8712.0,17.0,3.0,20.0,111.0,51.0,162.0,21.6315,16.9954,891.0,618.0,1509.0,54.0,15.0,69.0,185.0,229.0,414.0,158.0,145.0,303.0,9.0,0,10.427091188661334,10.118881150390276,8.697345730925353,7.31986492980897,2.302585092994046,22.358278145695365,3376.1,150.9,0.5179491736271548,0.019311652153308455,0.17729992299034417
2018-19,Tamil Nadu,49.0,0.97,1.01,0.75,13699.0,12121.0,25820.0,169812.0,274576.0,444388.0,1206721.0,1287997.0,2494718.0,9959.0,15892.0,25851.0,313465.0,321401.0,634866.0,16785.0,13223.0,30008.0,1055823.0,1065035.0,2120858.0,5889.0,4310.0,10199.0,71882.0,51689.0,123571.0,17.0,15.0,100433.0,95560.0,195993.0,11720.0,9510.0,21230.0,274.0,185.0,459.0,71812.0,68307.0,140119.0,59.0,0,10.160143246382786,14.729686655574556,13.004455583966017,12.185839325499192,4.0943445622221,0.13189689480290212,430.85,3266.55,0.6147300015472691,0.998762184743927,17.18969518799319
2019-20,Tamil Nadu,51.3701,0.9852,1.0412,0.8623,15828.0,14832.0,30660.0,184265.0,295673.0,479938.0,1260037.0,1330973.0,2591010.0,1778186.0,1742125.0,3520311.0,298278.0,315606.0,613884.0,17240.0,15526.0,32766.0,1074844.0,1070143.0,2144987.0,3464.0,7437.0,10901.0,72794.0,56771.0,129565.0,17.42,14.7586,102469.0,99616.0,202085.0,12283.0,10225.0,22508.0,303.0,205.0,508.0,72558.0,70704.0,143262.0,59.0,0,15.074060180009946,14.767558705000306,13.08141429147497,12.216448628354945,4.0943445622221,17.419865799709036,58671.85,3368.0833333333335,0.49487801081267796,0.00870945529828038,0.13633393858271653
2020-21,Tamil Nadu,46.9405,1.0698,1.1226,0.8918,17443.0,16968.0,34411.0,185725.0,278930.0,464655.0,1182067.0,1280466.0,2462533.0,1662153.0,1674286.0,3336439.0,275101.0,297976.0,573077.0,17434.0,15418.0,32852.0,963357.0,972604.0,1935961.0,2831.0,2038.0,4869.0,65103.0,49869.0,114972.0,16.4021,14.3647,101876.0,101539.0,203415.0,12447.0,10597.0,23044.0,302.0,210.0,512.0,71558.0,72770.0,144328.0,59.0,0,15.020414928247874,14.716701459039664,13.049052625847342,12.223008422236376,4.0943445622221,16.40204801982145,55607.316666666666,3390.25,0.5018181055256501,0.010313687643116616,0.139266703432401
2021-22,Tamil Nadu,47.0,1.0107,1.0521,0.749,13457.0,15410.0,28867.0,198013.0,266073.0,464086.0,1243667.0,1248155.0,2491822.0,1698112.0,1611215.0,3309327.0,302054.0,305306.0,607360.0,20238.0,14975.0,35213.0,1071450.0,1033326.0,2104776.0,4141.0,4670.0,8811.0,64355.0,51335.0,115690.0,15.7632,14.0786,103416.0,105320.0,208736.0,12835.0,11158.0,23993.0,324.0,229.0,553.0,71894.0,75109.0,147003.0,62.0,0,15.012255705593626,14.728525129079603,13.047827313632464,12.248830365324803,4.143134726391533,15.854050791186996,52529.0,3313.2698412698414,0.48687074838154454,0.008722918973277958,0.14023572157247635
2018-19,Telangana,36.2,1.02,1.18,0.88,2191.0,1239.0,3430.0,83964.0,104787.0,188751.0,536108.0,565609.0,1101717.0,1445.0,1078.0,2523.0,98325.0,117289.0,215614.0,57323.0,52326.0,109649.0,315118.0,325599.0,640717.0,1583.0,1120.0,2703.0,67314.0,62968.0,130282.0,18.0,17.0,48761.0,31557.0,80318.0,5461.0,3512.0,8973.0,2273.0,609.0,2882.0,22431.0,12442.0,34873.0,24.0,0,7.8336002236611035,13.912381337580817,12.148189263081624,11.293761484648849,3.2188758248682006,0.031412243678332646,100.92,3212.72,0.42709984152139463,1.3589540412044374,74.7824881141046
2019-20,Telangana,35.6104,1.0469,1.2286,0.9313,3507.0,2001.0,5508.0,81042.0,103478.0,184520.0,519501.0,559280.0,1078781.0,672768.0,716840.0,1389608.0,93804.0,115713.0,209517.0,55494.0,53143.0,108637.0,301585.0,325657.0,627242.0,1468.0,1472.0,2940.0,62229.0,59689.0,121918.0,16.8024,16.1281,49351.0,33352.0,82703.0,5502.0,3853.0,9355.0,2336.0,658.0,2994.0,22343.0,12978.0,35321.0,24.0,0,14.144532970571996,13.891343184902729,12.125518557123796,11.32302324743582,3.2188758248682006,16.802186109498937,55584.32,3308.12,0.5158573382872448,0.003963704898284338,0.13278555334630102
2020-21,Telangana,39.1236,1.0946,1.2368,0.9739,4228.0,2487.0,6715.0,86425.0,109813.0,196238.0,617563.0,634298.0,1251861.0,775309.0,798477.0,1573786.0,107016.0,124337.0,231353.0,63453.0,59454.0,122907.0,328401.0,335695.0,664096.0,1761.0,1343.0,3104.0,65893.0,63061.0,128954.0,18.9353,17.1917,48909.0,34205.0,83114.0,5521.0,3975.0,9496.0,2327.0,724.0,3051.0,22194.0,13623.0,35817.0,31.0,0,14.268995374787117,14.040142600924936,12.187088583118328,11.32798046996956,3.4657359027997265,18.935041809540998,49180.8125,2597.3125,0.5073602717521495,0.0042667781599415935,0.1246915878705314
2021-22,Telangana,40.0,1.0805,1.2051,0.9437,4442.0,2525.0,6967.0,89767.0,117315.0,207082.0,638370.0,633953.0,1272323.0,793353.0,803327.0,1596680.0,119137.0,134691.0,253828.0,72201.0,65372.0,137573.0,370857.0,368610.0,739467.0,2371.0,1618.0,3989.0,64775.0,56543.0,121318.0,18.0595,16.4243,48570.0,35516.0,84086.0,5474.0,4075.0,9549.0,2276.0,750.0,3026.0,21711.0,14252.0,35963.0,31.0,0,14.283437657714186,14.056355707428475,12.240874958065623,11.339607256129176,3.4657359027997265,18.988428651277843,49896.25,2627.6875,0.5031230408578795,0.004363426382602411,0.1296952866602659
2018-19,Tripura,19.2,0.83,0.81,0.77,147.0,79.0,226.0,6452.0,5691.0,12143.0,34528.0,29821.0,64349.0,68.0,112.0,180.0,7857.0,6325.0,14182.0,10469.0,9157.0,19626.0,8158.0,6228.0,14386.0,165.0,66.0,231.0,1346.0,1002.0,2348.0,33.0,28.0,1598.0,896.0,2494.0,240.0,112.0,352.0,231.0,133.0,364.0,176.0,89.0,265.0,4.0,0,5.198497031265826,11.072092213024273,9.404590499635411,7.822044008185619,1.6094379124341003,0.07214428857715431,36.0,498.8,0.6187845303867403,1.2486187845303867,67.08839779005525
2019-20,Tripura,20.2,0.7994,0.7561,0.6907,388.0,227.0,615.0,5941.0,5877.0,11528.0,37816.0,30459.0,68275.0,47031.0,39216.0,86247.0,8074.0,6042.0,14116.0,10290.0,7996.0,18286.0,8592.0,6700.0,15292.0,290.0,74.0,364.0,1233.0,882.0,2115.0,35.7723,30.46,1513.0,898.0,2411.0,225.0,103.0,328.0,221.0,133.0,354.0,176.0,93.0,269.0,4.0,0,11.364982146218955,11.131313592884224,9.352620879232953,7.788211557847076,1.6094379124341003,35.757462686567166,17249.4,482.2,0.4546888043780725,0.0071306001298580834,0.1336610704016325
2020-21,Tripura,19.1731,0.9214,0.9368,0.887,452.0,220.0,672.0,5919.0,6287.0,12206.0,38810.0,34214.0,73024.0,48428.0,44232.0,92660.0,7955.0,7047.0,15002.0,10610.0,10115.0,20725.0,8261.0,7359.0,15620.0,90.0,47.0,137.0,656.0,691.0,1347.0,37.6361,32.6214,1562.0,900.0,2462.0,221.0,105.0,326.0,212.0,132.0,344.0,162.0,90.0,252.0,5.0,0,11.436702951055723,11.198557127255942,9.4097648366698,7.809135398120538,1.791759469228055,37.620787657328464,15443.333333333334,410.3333333333333,0.477352931654094,0.007252242043578204,0.13172747973796958
2021-22,Tripura,20.7,0.8904,0.8868,0.8439,286.0,173.0,459.0,5209.0,5840.0,11049.0,44432.0,37731.0,82163.0,53538.0,47013.0,100551.0,10060.0,8402.0,18462.0,13178.0,11895.0,25073.0,9490.0,8918.0,18408.0,157.0,54.0,211.0,1796.0,1206.0,3002.0,40.1401,36.2878,1584.0,921.0,2505.0,227.0,106.0,333.0,225.0,138.0,363.0,177.0,95.0,272.0,5.0,0,11.518430285604673,11.316472528909063,9.3101857069459,7.826443135456014,1.791759469228055,40.124102154828414,16758.5,417.5,0.4675491288089745,0.0045648022913517385,0.10988344339247355
2018-19,Uttar Pradesh,25.8,1.14,1.2,0.97,11715.0,7404.0,19119.0,260167.0,336882.0,597049.0,2675777.0,2791519.0,5467296.0,17599.0,19016.0,36615.0,588721.0,620749.0,1209470.0,27600.0,27093.0,54693.0,1218268.0,1343327.0,2561595.0,7790.0,7001.0,14791.0,142299.0,177217.0,319516.0,46.0,44.0,95991.0,45848.0,141839.0,8905.0,2666.0,11571.0,214.0,88.0,302.0,28716.0,10184.0,38900.0,79.0,0,10.508240582333478,15.51429490235727,13.29975614096153,11.862454940748089,4.382026634673881,0.2581429780033841,457.6875,1772.9875,0.5193358094821936,0.5221487874153375,16.3056860388901
2019-20,Uttar Pradesh,25.2605,1.1341,1.2175,1.0476,13693.0,10071.0,23764.0,237350.0,331801.0,569151.0,2636040.0,2765496.0,5401536.0,3136650.0,3251564.0,6388214.0,574191.0,604607.0,1178798.0,24177.0,25358.0,49535.0,1235540.0,1353980.0,2589520.0,9356.0,8694.0,18050.0,158790.0,198886.0,357676.0,39.5705,38.7871,109990.0,51449.0,161439.0,10637.0,3158.0,13795.0,290.0,109.0,399.0,33882.0,11703.0,45585.0,81.0,0,15.669965444607268,15.502194100664804,13.251902812759312,11.991888835587435,4.406719247264253,39.57020564915758,77905.0487804878,1968.7682926829268,0.5089941399905921,0.003719974985187568,0.0890939018176439
